row_id,default_flag,pd_score,pd_score_band,ead,lgd,ifrs9_stage,ecl,loan_amnt,installment,term,int_rate,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,purpose,dti,delinq_2yrs,revol_util,total_acc
14888,0,0.4327121999460662,Medium,4800.0,0.35,Stage 2,726.9564959093912,4800.0,159.41,36 months,11.99,C,C1,10+ years,MORTGAGE,110000.0,Source Verified,vacation,17.41,0.0,89.9,22.0
14889,0,0.7662071290230246,Very High,3250.0,0.5,Stage 3,1245.086584662415,3250.0,119.12,36 months,18.99,E,E3,,RENT,9036.0,Verified,debt_consolidation,39.71,0.0,33.8,38.0
14890,1,0.3686443801965926,Low,11700.0,0.5,Stage 3,2156.569624150067,11700.0,407.94,36 months,15.41,D,D1,7 years,RENT,86300.0,Not Verified,car,1.45,0.0,80.0,8.0
14891,0,0.6152501614272995,High,16000.0,0.5,Stage 3,4922.001291418396,16000.0,535.95,36 months,12.59,C,C2,4 years,RENT,57240.0,Source Verified,debt_consolidation,25.05,0.0,35.0,38.0
14892,0,0.5369758578143548,High,10000.0,0.5,Stage 3,2684.8792890717737,10000.0,332.1,36 months,11.99,C,C1,,RENT,65000.0,Verified,debt_consolidation,10.89,1.0,84.1,27.0
14893,0,0.1574848739776192,Very Low,11000.0,0.35,Stage 1,606.316764813834,11000.0,335.84,36 months,6.24,A,A2,10+ years,MORTGAGE,45000.0,Not Verified,debt_consolidation,21.73,1.0,45.1,20.0
14894,0,0.2913626526116154,Low,17000.0,0.35,Stage 2,1733.6077830391116,17000.0,383.25,60 months,12.59,C,C2,6 years,MORTGAGE,220000.0,Source Verified,debt_consolidation,15.4,0.0,18.8,30.0
14895,0,0.615054488906973,High,28000.0,0.35,Stage 3,6027.533991288335,28000.0,704.49,60 months,17.57,D,D4,8 years,MORTGAGE,135000.0,Source Verified,debt_consolidation,13.75,0.0,44.4,30.0
14896,0,0.8060951658868841,Very High,20700.0,0.5,Stage 3,8343.084966929251,20700.0,559.89,60 months,20.99,E,E5,5 years,RENT,45000.0,Verified,major_purchase,20.71,0.0,67.1,16.0
14897,1,0.5470118350189517,High,4200.0,0.35,Stage 3,804.1073974778589,4200.0,142.88,36 months,13.67,C,C4,1 year,MORTGAGE,28000.0,Verified,debt_consolidation,30.39,0.0,41.3,15.0
14898,1,0.7745804379683354,Very High,9050.0,0.4,Stage 3,2803.9811854453746,9050.0,326.55,36 months,17.86,D,D5,5 years,OWN,21600.0,Verified,debt_consolidation,36.67,0.0,40.5,26.0
14899,0,0.6293979105645539,Very High,30150.0,0.35,Stage 3,6641.721451232454,30150.0,1068.19,36 months,16.55,D,D2,10+ years,MORTGAGE,97000.0,Source Verified,debt_consolidation,14.08,0.0,26.5,30.0
14900,0,0.5820762299983026,High,30000.0,0.35,Stage 3,6111.800414982176,30000.0,1046.0,36 months,15.41,D,D1,10+ years,MORTGAGE,75000.0,Source Verified,debt_consolidation,8.64,0.0,49.3,15.0
14901,0,0.2101099243935701,Very Low,21000.0,0.35,Stage 2,1544.30794429274,21000.0,647.37,36 months,6.89,A,A3,10+ years,MORTGAGE,120000.0,Not Verified,debt_consolidation,23.85,1.0,47.1,35.0
14902,0,0.1899722082533226,Very Low,14000.0,0.35,Stage 1,930.8638204412805,14000.0,283.14,60 months,7.89,A,A5,10+ years,MORTGAGE,55000.0,Not Verified,debt_consolidation,23.83,0.0,31.3,25.0
14903,1,0.5776750682828615,High,2800.0,0.5,Stage 3,808.7450955960061,2800.0,94.59,36 months,13.18,C,C3,2 years,RENT,90000.0,Verified,debt_consolidation,14.07,0.0,14.9,7.0
14904,0,0.5135006422379507,Medium,12000.0,0.5,Stage 3,3081.003853427704,12000.0,390.83,36 months,10.64,B,B4,10+ years,RENT,56200.0,Not Verified,debt_consolidation,29.83,0.0,30.6,34.0
14905,0,0.5241495571646527,High,12000.0,0.5,Stage 3,3144.8973429879165,12000.0,390.83,36 months,10.64,B,B4,5 years,RENT,68000.0,Source Verified,debt_consolidation,15.6,0.0,42.3,17.0
14906,1,0.6409572482925684,Very High,13050.0,0.5,Stage 3,4182.246045109009,13050.0,330.4,60 months,17.86,D,D5,4 years,RENT,36300.0,Not Verified,debt_consolidation,4.03,0.0,72.4,25.0
14907,1,0.4961616607885564,Medium,8975.0,0.5,Stage 3,2226.525452788647,8975.0,305.31,36 months,13.67,C,C4,,RENT,20424.0,Verified,debt_consolidation,11.28,0.0,45.9,6.0
14908,1,0.3436301824852646,Low,12000.0,0.35,Stage 3,1443.2467664381113,12000.0,382.55,36 months,9.17,B,B2,10+ years,MORTGAGE,50000.0,Verified,debt_consolidation,18.7,1.0,43.9,40.0
14909,1,0.6662254259204856,Very High,25000.0,0.35,Stage 3,5829.472476804249,25000.0,577.44,60 months,13.67,C,C4,10+ years,MORTGAGE,94000.0,Verified,debt_consolidation,25.09,0.0,75.0,22.0
14910,0,0.1686151972216691,Very Low,10400.0,0.5,Stage 1,876.7990255526793,10400.0,317.53,36 months,6.24,A,A2,9 years,RENT,45000.0,Not Verified,credit_card,26.82,0.0,54.9,10.0
14911,0,0.3023199505046118,Low,28000.0,0.35,Stage 2,2962.7355149451955,28000.0,591.62,60 months,9.76,B,B3,10+ years,MORTGAGE,74000.0,Not Verified,credit_card,24.38,0.0,70.1,20.0
14912,0,0.2854687375278059,Low,27925.0,0.5,Stage 2,3985.8572477319894,27925.0,865.57,36 months,7.26,A,A4,5 years,RENT,140000.0,Source Verified,major_purchase,0.46,0.0,0.3,12.0
14913,1,0.4647177985766081,Medium,9200.0,0.35,Stage 3,1496.391311416678,9200.0,312.97,36 months,13.67,C,C4,10+ years,MORTGAGE,25000.0,Source Verified,debt_consolidation,18.63,0.0,77.6,7.0
14914,0,0.6208610208149596,High,13200.0,0.5,Stage 3,4097.682737378734,13200.0,445.91,36 months,13.18,C,C3,5 years,RENT,30000.0,Verified,debt_consolidation,12.44,0.0,42.9,20.0
14915,1,0.5981472506356387,High,18650.0,0.35,Stage 3,3904.4061785241315,18650.0,463.41,60 months,16.99,D,D3,9 years,MORTGAGE,96000.0,Not Verified,credit_card,30.74,0.0,74.1,32.0
14916,0,0.3194594838846147,Low,6500.0,0.35,Stage 2,726.7703258374984,6500.0,207.22,36 months,9.17,B,B2,1 year,MORTGAGE,68000.0,Source Verified,credit_card,12.44,0.0,56.9,31.0
14917,0,0.5816842321280228,High,6000.0,0.5,Stage 3,1745.0526963840684,6000.0,202.69,36 months,13.18,C,C3,1 year,RENT,36000.0,Verified,debt_consolidation,15.97,0.0,27.9,11.0
14918,0,0.4534106479549672,Medium,20800.0,0.35,Stage 2,3300.8295171121613,20800.0,462.58,60 months,11.99,C,C1,10+ years,MORTGAGE,130000.0,Not Verified,home_improvement,15.24,1.0,85.8,32.0
14919,0,0.6407503743335508,Very High,21000.0,0.35,Stage 3,4709.515251351598,21000.0,732.2,36 months,15.41,D,D1,4 years,MORTGAGE,200000.0,Verified,moving,26.89,2.0,59.9,57.0
14920,1,0.6230156080790552,High,4800.0,0.5,Stage 3,1495.2374593897325,4800.0,162.15,36 months,13.18,C,C3,10+ years,RENT,63000.0,Verified,major_purchase,12.27,0.0,28.5,7.0
14921,0,0.5039921996827845,Medium,6500.0,0.4,Stage 3,1310.3797191752399,6500.0,213.48,36 months,11.22,B,B5,,OWN,30000.0,Source Verified,home_improvement,29.18,0.0,75.0,17.0
14922,1,0.3331310309739265,Low,15000.0,0.35,Stage 3,1748.9379126131141,15000.0,492.65,36 months,11.22,B,B5,9 years,MORTGAGE,240000.0,Source Verified,debt_consolidation,11.7,0.0,69.2,21.0
14923,0,0.636836095244878,Very High,15000.0,0.35,Stage 3,3343.3895000356097,15000.0,539.06,36 months,17.57,D,D4,10+ years,MORTGAGE,66000.0,Verified,debt_consolidation,13.4,0.0,41.2,20.0
14924,0,0.3484794337976897,Low,2000.0,0.35,Stage 2,243.93560365838277,2000.0,64.31,36 months,9.76,B,B3,6 years,MORTGAGE,49000.0,Verified,debt_consolidation,33.17,2.0,62.3,20.0
14925,0,0.64915409895344,Very High,12000.0,0.4,Stage 3,3115.939674976512,12000.0,288.07,60 months,15.41,D,D1,10+ years,OWN,40000.0,Source Verified,credit_card,15.75,0.0,64.8,29.0
14926,0,0.4737772599370338,Medium,35000.0,0.35,Stage 2,5803.771434228664,35000.0,1182.33,36 months,13.18,C,C3,1 year,MORTGAGE,160000.0,Source Verified,home_improvement,9.86,0.0,84.4,17.0
14927,0,0.3824678695477703,Low,12800.0,0.35,Stage 2,1713.4560555740109,12800.0,284.67,60 months,11.99,C,C1,8 years,MORTGAGE,108000.0,Not Verified,debt_consolidation,20.79,0.0,67.5,18.0
14928,1,0.2391517771149781,Very Low,9800.0,0.35,Stage 3,820.2905955043748,9800.0,306.6,36 months,7.89,A,A5,,MORTGAGE,31000.0,Verified,credit_card,21.8,0.0,48.7,14.0
14929,0,0.2308298805241154,Very Low,21000.0,0.35,Stage 2,1696.599621852248,21000.0,429.64,60 months,8.38,B,B1,10+ years,MORTGAGE,108598.0,Source Verified,credit_card,9.59,0.0,48.6,25.0
14930,0,0.3487824588052416,Low,10000.0,0.5,Stage 2,1743.912294026208,10000.0,315.12,36 months,8.38,B,B1,4 years,RENT,45000.0,Source Verified,home_improvement,14.29,0.0,37.6,10.0
14931,0,0.5148832666166018,High,7800.0,0.5,Stage 3,2008.044739804747,7800.0,265.34,36 months,13.67,C,C4,5 years,RENT,28000.0,Verified,medical,10.33,0.0,89.4,5.0
14932,0,0.4529783157171851,Medium,10000.0,0.5,Stage 2,2264.8915785859253,10000.0,325.69,36 months,10.64,B,B4,1 year,RENT,35000.0,Source Verified,credit_card,22.05,0.0,86.3,17.0
14933,0,0.1156217051271005,Very Low,10000.0,0.35,Stage 1,404.6759679448517,10000.0,305.31,36 months,6.24,A,A2,10+ years,MORTGAGE,62000.0,Not Verified,debt_consolidation,22.53,0.0,77.0,33.0
14934,0,0.5780708968236407,High,5475.0,0.5,Stage 3,1582.4690800547162,5475.0,188.41,36 months,14.48,C,C5,5 years,RENT,54000.0,Source Verified,credit_card,9.55,0.0,48.6,11.0
14935,0,0.7236961590009796,Very High,35000.0,0.4,Stage 3,10131.746226013714,35000.0,861.4,60 months,16.55,D,D2,10+ years,OWN,90000.0,Source Verified,credit_card,27.45,0.0,66.5,37.0
14936,0,0.190145599921326,Very Low,2400.0,0.35,Stage 1,159.72230393391382,2400.0,75.63,36 months,8.38,B,B1,3 years,MORTGAGE,64000.0,Not Verified,other,15.99,0.0,15.0,16.0
14937,1,0.564751123961652,High,13025.0,0.35,Stage 3,2574.559186360181,13025.0,359.67,60 months,21.99,F,F1,6 years,MORTGAGE,45000.0,Source Verified,credit_card,33.73,0.0,94.6,26.0
14938,1,0.3527667249800673,Low,35000.0,0.35,Stage 3,4321.392381005824,35000.0,789.04,60 months,12.59,C,C2,8 years,MORTGAGE,145000.0,Source Verified,credit_card,25.23,0.0,74.1,49.0
14939,1,0.2040011249844499,Very Low,6000.0,0.35,Stage 3,428.4023624673447,6000.0,191.28,36 months,9.17,B,B2,3 years,MORTGAGE,170000.0,Not Verified,other,20.9,0.0,8.1,36.0
14940,0,0.6467603920006799,Very High,18000.0,0.35,Stage 3,4074.5904696042835,18000.0,637.73,36 months,16.55,D,D2,10+ years,MORTGAGE,65000.0,Verified,debt_consolidation,34.4,0.0,100.3,20.0
14941,1,0.7678420438612357,Very High,11200.0,0.5,Stage 3,4299.91544562292,11200.0,296.67,60 months,19.99,E,E4,2 years,RENT,76000.0,Verified,other,22.26,0.0,47.6,10.0
14942,0,0.5250496308807627,High,10000.0,0.5,Stage 3,2625.2481544038137,10000.0,332.1,36 months,11.99,C,C1,7 years,RENT,40000.0,Source Verified,debt_consolidation,25.29,0.0,49.1,18.0
14943,0,0.627826527429112,Very High,30000.0,0.5,Stage 3,9417.397911436681,30000.0,1020.53,36 months,13.67,C,C4,4 years,RENT,100000.0,Verified,small_business,13.25,0.0,38.1,32.0
14944,0,0.6584631018400271,Very High,17500.0,0.5,Stage 3,5761.552141100237,17500.0,628.9,36 months,17.57,D,D4,2 years,RENT,35000.0,Source Verified,debt_consolidation,24.59,0.0,65.4,25.0
14945,0,0.5256604435620618,High,34000.0,0.35,Stage 3,6255.359278388534,34000.0,1138.9,36 months,12.59,C,C2,10+ years,MORTGAGE,80000.0,Verified,debt_consolidation,20.16,1.0,50.3,17.0
14946,0,0.6379309381736308,Very High,4700.0,0.4,Stage 3,1199.3101637664258,4700.0,166.52,36 months,16.55,D,D2,,OWN,13000.0,Verified,debt_consolidation,29.46,0.0,53.2,5.0
14947,1,0.6632124323503423,Very High,35000.0,0.35,Stage 3,8124.352296291693,35000.0,886.11,60 months,17.86,D,D5,10+ years,MORTGAGE,90000.0,Verified,debt_consolidation,22.66,1.0,93.6,16.0
14948,0,0.5394129447738609,High,5500.0,0.5,Stage 3,1483.3855981281176,5500.0,187.1,36 months,13.67,C,C4,2 years,RENT,35000.0,Source Verified,credit_card,20.61,0.0,82.6,8.0
14949,0,0.7754321779775024,Very High,24000.0,0.35,Stage 3,6513.630295011019,24000.0,904.08,36 months,20.99,E,E5,6 years,MORTGAGE,185000.0,Source Verified,small_business,20.23,2.0,78.1,39.0
14950,0,0.5850221166535636,High,5000.0,0.5,Stage 3,1462.555291633909,5000.0,166.05,36 months,11.99,C,C1,,RENT,60000.0,Verified,credit_card,22.42,0.0,37.6,27.0
14951,0,0.5863487094226874,High,9000.0,0.5,Stage 3,2638.569192402093,9000.0,301.48,36 months,12.59,C,C2,3 years,RENT,40000.0,Source Verified,debt_consolidation,29.43,0.0,62.3,23.0
14952,0,0.5373739265623014,High,22000.0,0.5,Stage 3,5911.113192185316,22000.0,767.07,36 months,15.41,D,D1,< 1 year,RENT,85000.0,Not Verified,home_improvement,0.55,0.0,49.0,13.0
14953,0,0.6250650183212004,Very High,10000.0,0.5,Stage 3,3125.325091606002,10000.0,230.98,60 months,13.67,C,C4,8 years,RENT,41000.0,Verified,debt_consolidation,17.61,0.0,39.6,29.0
14954,0,0.5230138322681569,High,1600.0,0.4,Stage 3,334.7288526516204,1600.0,57.04,36 months,16.99,D,D3,,OWN,11832.0,Not Verified,other,17.14,0.0,31.7,22.0
14955,0,0.3451067119439706,Low,20000.0,0.35,Stage 2,2415.746983607794,20000.0,643.1,36 months,9.76,B,B3,10+ years,MORTGAGE,52000.0,Source Verified,debt_consolidation,20.22,1.0,57.7,20.0
14956,0,0.5444627410090853,High,19425.0,0.35,Stage 3,3701.6660604355184,19425.0,656.2,36 months,13.18,C,C3,10+ years,MORTGAGE,54000.0,Verified,debt_consolidation,12.84,0.0,48.3,20.0
14957,0,0.397231218269428,Low,6000.0,0.35,Stage 2,834.1855583657987,6000.0,195.42,36 months,10.64,B,B4,10+ years,MORTGAGE,69800.0,Source Verified,debt_consolidation,4.13,1.0,57.6,9.0
14958,0,0.1736146171490949,Very Low,14000.0,0.35,Stage 1,850.711624030565,14000.0,433.95,36 months,7.26,A,A4,8 years,MORTGAGE,75000.0,Not Verified,debt_consolidation,13.74,0.0,35.8,12.0
14959,0,0.2656035695366629,Very Low,14000.0,0.35,Stage 2,1301.4574907296483,14000.0,438.0,36 months,7.89,A,A5,10+ years,MORTGAGE,60000.0,Source Verified,debt_consolidation,21.26,1.0,71.6,35.0
14960,0,0.4547654241196268,Medium,25000.0,0.5,Stage 2,5684.567801495335,25000.0,577.44,60 months,13.67,C,C4,10+ years,RENT,59000.0,Verified,debt_consolidation,31.59,0.0,2.3,40.0
14961,0,0.551427586874641,High,11175.0,0.5,Stage 3,3081.1016416620564,11175.0,377.5,36 months,13.18,C,C3,5 years,RENT,53000.0,Source Verified,debt_consolidation,6.3,0.0,57.8,42.0
14962,0,0.5164517813854776,High,13500.0,0.5,Stage 3,3486.049524351974,13500.0,434.09,36 months,9.76,B,B3,5 years,RENT,44035.0,Verified,credit_card,18.02,0.0,40.7,36.0
14963,0,0.1387850638866251,Very Low,20000.0,0.5,Stage 1,1387.8506388662508,20000.0,610.62,36 months,6.24,A,A2,3 years,RENT,65000.0,Not Verified,credit_card,16.01,0.0,55.4,7.0
14964,1,0.1718135127750452,Very Low,10000.0,0.35,Stage 3,601.3472947126581,10000.0,308.27,36 months,6.89,A,A3,3 years,MORTGAGE,95000.0,Not Verified,credit_card,26.53,0.0,61.4,9.0
14965,0,0.1650303312928676,Very Low,9000.0,0.35,Stage 1,519.8455435725328,9000.0,277.45,36 months,6.89,A,A3,1 year,MORTGAGE,80000.0,Not Verified,debt_consolidation,19.22,0.0,39.6,21.0
14966,0,0.4723653800589062,Medium,7475.0,0.35,Stage 2,1235.8259255791133,7475.0,254.29,36 months,13.67,C,C4,4 years,MORTGAGE,36000.0,Source Verified,debt_consolidation,34.57,0.0,77.4,29.0
14967,1,0.5764247950434478,High,15000.0,0.5,Stage 3,4323.185962825858,15000.0,510.27,36 months,13.67,C,C4,10+ years,RENT,68000.0,Verified,credit_card,30.96,0.0,100.6,15.0
14968,0,0.2686939383196981,Very Low,7200.0,0.35,Stage 2,677.1087245656392,7200.0,229.53,36 months,9.17,B,B2,8 years,MORTGAGE,90000.0,Not Verified,credit_card,26.44,0.0,75.5,37.0
14969,1,0.7908834141582483,Very High,20150.0,0.35,Stage 3,5577.705278351045,20150.0,612.52,60 months,26.77,G,G1,9 years,MORTGAGE,56000.0,Verified,debt_consolidation,31.7,2.0,60.0,28.0
14970,0,0.4903232767176631,Medium,15000.0,0.35,Stage 2,2574.197202767731,15000.0,327.79,60 months,11.22,B,B5,10+ years,MORTGAGE,60000.0,Not Verified,major_purchase,8.36,0.0,5.7,17.0
14971,0,0.354511975846755,Low,16000.0,0.35,Stage 2,1985.2670647418279,16000.0,338.07,60 months,9.76,B,B3,< 1 year,MORTGAGE,105000.0,Not Verified,debt_consolidation,31.28,0.0,41.6,45.0
14972,0,0.4649256733249128,Medium,10000.0,0.5,Stage 2,2324.628366624564,10000.0,318.79,36 months,9.17,B,B2,< 1 year,RENT,30000.0,Verified,debt_consolidation,18.55,1.0,25.7,25.0
14973,0,0.759925546577998,Very High,25000.0,0.5,Stage 3,9499.069332224975,25000.0,629.01,60 months,17.57,D,D4,10+ years,RENT,62000.0,Source Verified,debt_consolidation,38.29,1.0,55.4,38.0
14974,0,0.5435683146812689,High,30000.0,0.35,Stage 3,5707.467304153322,30000.0,1004.91,36 months,12.59,C,C2,4 years,MORTGAGE,145000.0,Source Verified,debt_consolidation,22.31,1.0,75.0,44.0
14975,0,0.2333712324155747,Very Low,5000.0,0.35,Stage 2,408.39965672725566,5000.0,154.14,36 months,6.89,A,A3,10+ years,MORTGAGE,129000.0,Source Verified,debt_consolidation,16.03,0.0,48.2,41.0
14976,0,0.3191192662174156,Low,8000.0,0.4,Stage 2,1021.1816518957299,8000.0,255.04,36 months,9.17,B,B2,8 years,OWN,102500.0,Source Verified,debt_consolidation,14.33,0.0,49.6,30.0
14977,0,0.320309979982979,Low,20000.0,0.35,Stage 2,2242.169859880853,20000.0,630.24,36 months,8.38,B,B1,10+ years,MORTGAGE,350000.0,Source Verified,debt_consolidation,7.88,1.0,69.6,61.0
14978,0,0.2951998895912183,Low,13000.0,0.35,Stage 2,1343.1594976400431,13000.0,414.43,36 months,9.17,B,B2,8 years,MORTGAGE,62000.0,Not Verified,debt_consolidation,23.96,0.0,11.2,39.0
14979,1,0.2910307582148557,Low,16000.0,0.35,Stage 3,1629.7722460031919,16000.0,333.46,60 months,9.17,B,B2,10+ years,MORTGAGE,166000.0,Not Verified,credit_card,7.32,0.0,49.0,34.0
14980,0,0.4608914351899732,Medium,30000.0,0.5,Stage 2,6913.371527849598,30000.0,633.88,60 months,9.76,B,B3,3 years,RENT,125000.0,Verified,debt_consolidation,13.37,0.0,19.8,29.0
14981,0,0.5751165862819401,High,35000.0,0.4,Stage 3,8051.632207947161,35000.0,1139.9,36 months,10.64,B,B4,10+ years,OWN,83000.0,Verified,credit_card,35.08,0.0,63.0,25.0
14982,0,0.3898316748925054,Low,6000.0,0.35,Stage 2,818.6465172742613,6000.0,200.99,36 months,12.59,C,C2,10+ years,MORTGAGE,68000.0,Not Verified,credit_card,17.86,6.0,53.3,43.0
14983,0,0.5779535426628047,High,10000.0,0.35,Stage 3,2022.8373993198165,10000.0,235.18,60 months,14.48,C,C5,10+ years,MORTGAGE,34000.0,Source Verified,credit_card,27.09,0.0,85.4,37.0
14984,0,0.6570785142521073,Very High,15000.0,0.5,Stage 3,4928.088856890805,15000.0,379.76,60 months,17.86,D,D5,6 years,RENT,84000.0,Source Verified,other,11.54,1.0,80.2,37.0
14985,0,0.2437400888176426,Very Low,19025.0,0.35,Stage 2,1623.0043164144774,19025.0,595.21,36 months,7.89,A,A5,10+ years,MORTGAGE,40500.0,Not Verified,credit_card,28.6,0.0,53.4,16.0
14986,0,0.4035050466400185,Low,17400.0,0.35,Stage 2,2457.3457340377126,17400.0,386.97,60 months,11.99,C,C1,10+ years,MORTGAGE,65000.0,Not Verified,debt_consolidation,22.51,0.0,90.5,20.0
14987,1,0.2756572334615854,Very Low,30000.0,0.35,Stage 3,2894.4009513466463,30000.0,676.32,60 months,12.59,C,C2,5 years,MORTGAGE,300000.0,Verified,debt_consolidation,15.82,0.0,89.6,28.0
14988,0,0.5266026590214441,High,12000.0,0.4,Stage 3,2527.692763302932,12000.0,401.97,36 months,12.59,C,C2,5 years,OWN,24000.0,Not Verified,debt_consolidation,24.25,0.0,23.5,38.0
14989,0,0.3599134261213649,Low,35000.0,0.35,Stage 2,4408.93946998672,35000.0,1149.51,36 months,11.22,B,B5,4 years,MORTGAGE,95000.0,Source Verified,debt_consolidation,10.85,0.0,30.8,30.0
14990,0,0.5136093604397654,Medium,20000.0,0.35,Stage 3,3595.265523078357,20000.0,456.91,60 months,13.18,C,C3,< 1 year,MORTGAGE,80000.0,Not Verified,credit_card,22.94,1.0,88.1,19.0
14991,0,0.7138726135384729,Very High,5000.0,0.5,Stage 3,1784.6815338461822,5000.0,178.24,36 months,16.99,D,D3,6 years,RENT,38000.0,Verified,moving,15.21,11.0,47.6,19.0
14992,0,0.7675550399947184,Very High,35000.0,0.35,Stage 3,9402.5492399353,35000.0,1063.94,60 months,26.77,G,G1,8 years,MORTGAGE,110000.0,Verified,debt_consolidation,18.58,0.0,77.8,31.0
14993,0,0.2292310335421655,Very Low,15000.0,0.35,Stage 2,1203.4629260963688,15000.0,457.97,36 months,6.24,A,A2,4 years,MORTGAGE,44096.0,Source Verified,credit_card,28.66,0.0,43.5,28.0
14994,0,0.5965484832500606,High,7000.0,0.35,Stage 3,1461.5437839626484,7000.0,240.88,36 months,14.48,C,C5,< 1 year,MORTGAGE,75000.0,Verified,home_improvement,6.0,0.0,2.5,28.0
14995,0,0.4094488001509788,Low,8000.0,0.5,Stage 2,1637.7952006039152,8000.0,267.98,36 months,12.59,C,C2,7 years,RENT,79875.0,Source Verified,debt_consolidation,7.59,0.0,27.3,8.0
14996,1,0.6590219727919457,Very High,35000.0,0.5,Stage 3,11532.884523859051,35000.0,886.11,60 months,17.86,D,D5,< 1 year,RENT,160000.0,Source Verified,credit_card,12.56,0.0,85.0,21.0
14997,0,0.4025771940565441,Low,7275.0,0.4,Stage 2,1171.4996347045433,7275.0,238.94,36 months,11.22,B,B5,5 years,OWN,30000.0,Source Verified,credit_card,26.68,0.0,56.3,17.0
14998,0,0.4397523862473663,Medium,27000.0,0.5,Stage 2,5936.657214339445,27000.0,570.49,60 months,9.76,B,B3,7 years,RENT,57000.0,Verified,debt_consolidation,25.9,0.0,44.4,47.0
14999,0,0.4617972651676633,Medium,25000.0,0.35,Stage 2,4040.726070217054,25000.0,830.24,36 months,11.99,C,C1,5 years,MORTGAGE,90000.0,Verified,debt_consolidation,11.39,0.0,48.5,26.0
15000,0,0.5016609143490351,Medium,16700.0,0.4,Stage 3,3351.094907851555,16700.0,568.1,36 months,13.67,C,C4,10+ years,OWN,38000.0,Source Verified,credit_card,23.91,0.0,99.7,7.0
15001,0,0.1562650232024269,Very Low,14400.0,0.35,Stage 1,787.5757169402316,14400.0,443.91,36 months,6.89,A,A3,,MORTGAGE,71000.0,Verified,credit_card,16.18,0.0,46.1,23.0
15002,0,0.6610406846273778,Very High,30000.0,0.4,Stage 3,7932.488215528534,30000.0,738.34,60 months,16.55,D,D2,< 1 year,OWN,70000.0,Source Verified,debt_consolidation,24.45,0.0,68.7,15.0
15003,0,0.6668469561198825,Very High,17225.0,0.5,Stage 3,5743.219409582488,17225.0,621.52,36 months,17.86,D,D5,10+ years,RENT,37492.08,Verified,debt_consolidation,21.93,0.0,81.2,4.0
15004,0,0.8563786797379247,Very High,35000.0,0.5,Stage 3,14986.626895413683,35000.0,1100.13,60 months,28.49,G,G4,6 years,RENT,121987.93,Verified,debt_consolidation,12.58,0.0,50.2,19.0
15005,0,0.2852298791937707,Low,16000.0,0.35,Stage 2,1597.2873234851156,16000.0,514.48,36 months,9.76,B,B3,,MORTGAGE,43000.0,Verified,credit_card,10.44,0.0,51.6,20.0
15006,1,0.7543454799250677,Very High,28600.0,0.4,Stage 3,8629.712290342775,28600.0,806.09,60 months,22.99,F,F2,6 years,OWN,65000.0,Not Verified,other,13.61,3.0,18.0,32.0
15007,0,0.4227619063783495,Medium,8000.0,0.35,Stage 2,1183.7333378593785,8000.0,257.24,36 months,9.76,B,B3,10+ years,MORTGAGE,76000.0,Source Verified,debt_consolidation,18.9,1.0,42.0,28.0
15008,0,0.4483122120667894,Medium,5000.0,0.35,Stage 2,784.5463711168813,5000.0,166.05,36 months,11.99,C,C1,10+ years,MORTGAGE,80000.0,Source Verified,debt_consolidation,7.17,0.0,52.6,17.0
15009,0,0.2094311745371713,Very Low,24000.0,0.35,Stage 2,1759.221866112239,24000.0,743.91,36 months,7.26,A,A4,10+ years,MORTGAGE,80788.0,Source Verified,debt_consolidation,20.47,0.0,48.7,32.0
15010,0,0.693223125906873,Very High,30000.0,0.5,Stage 3,10398.346888603095,30000.0,1046.0,36 months,15.41,D,D1,10+ years,RENT,109000.0,Source Verified,debt_consolidation,25.64,2.0,77.5,31.0
15011,0,0.5908025664848502,High,20000.0,0.35,Stage 3,4135.617965393952,20000.0,675.62,36 months,13.18,C,C3,10+ years,MORTGAGE,83553.0,Verified,debt_consolidation,21.98,1.0,81.2,40.0
15012,0,0.7314245341620056,Very High,10000.0,0.35,Stage 3,2559.9858695670196,10000.0,251.61,60 months,17.57,D,D4,4 years,MORTGAGE,35000.0,Verified,debt_consolidation,35.05,0.0,70.2,15.0
15013,0,0.6198292468634548,High,20225.0,0.5,Stage 3,6268.023258906686,20225.0,485.52,60 months,15.41,D,D1,< 1 year,RENT,46000.0,Verified,credit_card,18.65,0.0,80.2,37.0
15014,0,0.4734277375982771,Medium,4800.0,0.5,Stage 2,1136.226570235865,4800.0,156.33,36 months,10.64,B,B4,2 years,RENT,40000.0,Source Verified,debt_consolidation,9.87,0.0,35.4,32.0
15015,1,0.5305809529763308,High,10250.0,0.35,Stage 3,1903.4591688025864,10250.0,363.15,36 months,16.55,D,D2,10+ years,MORTGAGE,50000.0,Source Verified,other,36.25,0.0,87.3,29.0
15016,1,0.4786144825964356,Medium,20000.0,0.5,Stage 3,4786.144825964356,20000.0,461.96,60 months,13.67,C,C4,8 years,RENT,100000.0,Verified,debt_consolidation,7.58,2.0,93.7,22.0
15017,0,0.4502800316009286,Medium,15000.0,0.5,Stage 2,3377.1002370069646,15000.0,498.15,36 months,11.99,C,C1,10+ years,RENT,65000.0,Source Verified,debt_consolidation,7.55,0.0,92.6,6.0
15018,0,0.5840384364073529,High,3000.0,0.5,Stage 3,876.0576546110293,3000.0,103.24,36 months,14.48,C,C5,3 years,RENT,18000.0,Source Verified,car,17.2,0.0,35.9,13.0
